,CF,prediction_wind_decision_tree,hour,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,holiday_name_Christmas Day,holiday_name_Columbus Day,holiday_name_Labor Day,holiday_name_New Year's Day,holiday_name_Thanksgiving,holiday_name_Veterans Day
2019-08-25 09:00:00,0.2114320405548265,0.18316943840764188,9.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 10:00:00,0.17374725001173966,0.13818789140915733,10.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 11:00:00,0.16221795947042011,0.14675602972287302,11.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 12:00:00,0.183946885147564,0.14394700642515176,12.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 13:00:00,0.1838795608232351,0.19336307148542162,13.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 14:00:00,0.22568796623146542,0.20359199946138232,14.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 15:00:00,0.27335358785630764,0.2574047133023547,15.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 16:00:00,0.28715507434372667,0.2732426600492837,16.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 17:00:00,0.29755668245253764,0.2935376477193362,17.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 18:00:00,0.31354620948064504,0.312235431840222,18.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 19:00:00,0.3178886283998573,0.31353491686024393,19.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 20:00:00,0.3167777770484309,0.33439264622326836,20.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 21:00:00,0.3546813716455866,0.36385909939191763,21.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 22:00:00,0.3889157905668186,0.3464747692373894,22.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-25 23:00:00,0.3412165067798119,0.28881590724265693,23.0,6.0,3.0,8.0,2019.0,237.0,25.0,34.0,0,0,0,0,0,0
2019-08-26 00:00:00,0.32938425677901245,0.3065646860555757,0.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 01:00:00,0.319251945967517,0.31333509373419083,1.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 02:00:00,0.30718406083156646,0.2999234284311947,2.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 03:00:00,0.2885183919113864,0.30456008319371136,3.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 04:00:00,0.26414698650433427,0.2752919212898905,4.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 05:00:00,0.2500425405574353,0.2586743622570078,5.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 06:00:00,0.23901818244858228,0.22830099371269566,6.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 07:00:00,0.21601009460918988,0.2214093434847595,7.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 08:00:00,0.19722660812143422,0.19247757516079714,8.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 09:00:00,0.17453831082260393,0.15860648226607382,9.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 10:00:00,0.1463799121720527,0.13914532401068558,10.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 11:00:00,0.13914254730669884,0.1406004407887821,11.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 12:00:00,0.16196549325418685,0.16326979808031242,12.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 13:00:00,0.183021175688042,0.2053237404496785,13.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 14:00:00,0.23210060812379057,0.2399510140238308,14.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 15:00:00,0.3457608986720109,0.3241983489948166,15.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 16:00:00,0.44405441219216585,0.42997783185187116,16.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 17:00:00,0.5362214121983934,0.4675102676000162,17.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 18:00:00,0.5881452973370368,0.5722325967698425,18.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 19:00:00,0.5795446149040233,0.5826538246955568,19.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 20:00:00,0.5781812973363636,0.5924127849516277,20.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 21:00:00,0.5824395608501648,0.5847687001777768,21.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 22:00:00,0.5638412162543136,0.5662158825316751,22.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-26 23:00:00,0.562865013551545,0.5725531312404396,23.0,0.0,3.0,8.0,2019.0,238.0,26.0,35.0,0,0,0,0,0,0
2019-08-27 00:00:00,0.5969311216619548,0.6071793937431308,0.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 01:00:00,0.6326635067995043,0.6169170666510209,1.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 02:00:00,0.6323100540967778,0.5971611930687405,2.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 03:00:00,0.610362324365565,0.5992924959462451,3.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 04:00:00,0.6106821149061272,0.5771921396362956,4.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 05:00:00,0.5753873378767154,0.5633209470837615,5.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 06:00:00,0.4349319662456035,0.4638269444761159,6.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 07:00:00,0.3383215608336704,0.4185597423058143,7.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 08:00:00,0.2926251756954476,0.297593527832798,8.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 09:00:00,0.22654635136665854,0.23567492081075064,9.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 10:00:00,0.17948664866077613,0.14767954665187166,10.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 11:00:00,0.16450698649760181,0.15185631562290364,11.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 12:00:00,0.14513441217196854,0.147243358355567,12.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 13:00:00,0.13825050000934125,0.16442817181914823,13.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 14:00:00,0.14037121622570076,0.17769207957111013,14.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 15:00:00,0.15582214865917715,0.19784057018038886,15.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 16:00:00,0.2106073175817978,0.22340267672551517,16.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 17:00:00,0.2526681892062614,0.25492300748244573,17.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 18:00:00,0.2747169054239674,0.2640603944959048,18.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 19:00:00,0.2847987229922161,0.28751101344667085,19.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 20:00:00,0.30247135812854536,0.3031327224967516,20.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 21:00:00,0.32563092569767776,0.32931796597744534,21.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 22:00:00,0.3053663040746869,0.3180233094775522,22.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-27 23:00:00,0.3044574256962471,0.3133308057052137,23.0,1.0,3.0,8.0,2019.0,239.0,27.0,35.0,0,0,0,0,0,0
2019-08-28 00:00:00,0.3081097702910885,0.31331336467520576,0.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 01:00:00,0.3107859121831612,0.3024645683177387,1.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 02:00:00,0.2872392297491378,0.2662295903230692,2.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 03:00:00,0.252567202719768,0.25476881480470875,3.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 04:00:00,0.2204535000148955,0.22793373278312068,4.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 05:00:00,0.18504090541790819,0.2057082118064107,5.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 06:00:00,0.17701247974169004,0.18185053032111415,6.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 07:00:00,0.17968862163376273,0.1778698911841179,7.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 08:00:00,0.15661320947004143,0.14314875765873192,8.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 09:00:00,0.13008742568446535,0.12486984770278822,9.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 10:00:00,0.10733180406130621,0.10936820870220774,10.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 11:00:00,0.10724764865589512,0.10771528094951917,11.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 12:00:00,0.1194501824405034,0.1295746003117363,12.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 13:00:00,0.13510308784696642,0.13216361270081278,13.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 14:00:00,0.14011875000946747,0.2331589780945988,14.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 15:00:00,0.15716863514575463,0.19530085452435414,15.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 16:00:00,0.20804899325730059,0.22265736599972447,16.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 17:00:00,0.2359717567727008,0.27372049317054126,17.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 18:00:00,0.286717466235589,0.2933808858108642,18.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 19:00:00,0.2886362094789619,0.2666815974026359,19.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 20:00:00,0.2851353446138605,0.2801339975095184,20.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 21:00:00,0.2917836216413367,0.2941910246401817,21.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 22:00:00,0.3061573648855512,0.30778418731527135,22.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-28 23:00:00,0.3020674121825721,0.3056325820668846,23.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-29 00:00:00,0.29281031758735204,0.3027791366144347,0.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 01:00:00,0.2981962635336619,0.3130609643299894,1.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 02:00:00,0.31341156083198723,0.3014391174649332,2.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 03:00:00,0.3029594594799297,0.3057339912298751,3.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 04:00:00,0.2816513108298413,0.2843953381398414,4.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 05:00:00,0.18504090541790819,0.2057082118064107,5.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-29 06:00:00,0.17701247974169004,0.18185053032111415,6.0,2.0,3.0,8.0,2019.0,240.0,28.0,35.0,0,0,0,0,0,0
2019-08-29 07:00:00,0.16489410136249286,0.18013744394909043,7.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 08:00:00,0.1106475270345032,0.1194085979508265,8.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 09:00:00,0.08243863514070532,0.07628153762222568,9.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 10:00:00,0.0815129256811833,0.07272783908307372,10.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 11:00:00,0.06757679054510654,0.060002073240162976,11.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 12:00:00,0.06860348649112186,0.06599959508036343,12.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 13:00:00,0.08718500000589087,0.10718871625629457,13.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 14:00:00,0.12768058108970815,0.12132073029155381,14.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 15:00:00,0.1919753108237821,0.1840035052277466,15.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 16:00:00,0.26719341218021575,0.26575436298830285,16.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 17:00:00,0.3047098919124804,0.29636708178756027,17.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 18:00:00,0.3279031216437772,0.3280106344741721,18.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 19:00:00,0.34929542569927674,0.36024090174488077,19.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 20:00:00,0.43064004056963784,0.41783718510994095,20.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 21:00:00,0.4572836419227894,0.43704974192465823,21.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 22:00:00,0.4384160000296227,0.44395091438390344,22.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-29 23:00:00,0.39994014867567157,0.4162397891427323,23.0,3.0,3.0,8.0,2019.0,241.0,29.0,35.0,0,0,0,0,0,0
2019-08-30 00:00:00,0.3727747838089713,0.3785896739013952,0.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 01:00:00,0.3479826013748637,0.3611890145018751,1.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 02:00:00,0.3765281148903059,0.35405324317778386,2.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 03:00:00,0.3709738581331739,0.35375281808438364,3.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 04:00:00,0.360807885159514,0.3397959985067206,4.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 05:00:00,0.3297040473195746,0.23924116224565922,5.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 06:00:00,0.25891252028776435,0.20838339578931006,6.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 07:00:00,0.21077562839261996,0.19548601408960176,7.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 08:00:00,0.12875777027897012,0.125117150023013,8.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 09:00:00,0.07429239189691164,0.07450149991792815,9.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 10:00:00,0.05151993919267027,0.04387575228104315,10.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 11:00:00,0.04875964189518646,0.041473736373572295,11.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 12:00:00,0.036977885137633636,0.04320965378322042,12.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 13:00:00,0.026542614866658282,0.06380277382711454,13.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 14:00:00,0.02406844594757219,0.04618242597759345,14.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 15:00:00,0.03337603378603892,0.08236457228229124,15.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 16:00:00,0.05438122297664738,0.11395764318430664,16.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 17:00:00,0.14333348649617117,0.16336501801973696,17.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 18:00:00,0.24337743244887686,0.25017622058701855,18.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 19:00:00,0.39450370948611513,0.39193161518232744,19.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 20:00:00,0.47835615543772675,0.4405020727195087,20.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 21:00:00,0.5071036419261556,0.4899149433195925,21.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 22:00:00,0.4553985608415809,0.44295211031137843,22.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-30 23:00:00,0.36663143921396163,0.3987986852936925,23.0,4.0,3.0,8.0,2019.0,242.0,30.0,35.0,0,0,0,0,0,0
2019-08-31 00:00:00,0.3459123784017508,0.36161484882904776,0.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 01:00:00,0.3072850473180598,0.3132859021996963,1.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 02:00:00,0.2412230540703529,0.2639778869588659,2.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 03:00:00,0.20781335812214954,0.22828135355139964,3.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 04:00:00,0.17145822298455798,0.1874527857057053,4.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 05:00:00,0.1685969392005809,0.16399839943731592,5.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 06:00:00,0.147558087847808,0.1520101964258327,6.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 07:00:00,0.11071485135883208,0.11713774301531918,7.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 08:00:00,0.0785674864917951,0.08111336666635934,8.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 09:00:00,0.05109916216561481,0.045438072998084444,9.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 10:00:00,0.03433540540772537,0.038699911804378845,10.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 11:00:00,0.02800691892081128,0.038455662522769024,11.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 12:00:00,0.027300013515358105,0.033397290715907885,12.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 13:00:00,0.03231567567785917,0.04741067470957189,13.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 14:00:00,0.056804898652486814,0.08431885377442216,14.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 15:00:00,0.09455701351990249,0.12378387295665841,15.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 16:00:00,0.181405391904149,0.17336600609099864,16.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 17:00:00,0.276770297315998,0.25843993809230464,17.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 18:00:00,0.32542895272469113,0.32847672196933114,18.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 19:00:00,0.4112338040818401,0.4088288210099953,19.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 20:00:00,0.47941651354590653,0.4868645110201074,20.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 21:00:00,0.5033839730069855,0.516717435049644,21.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 22:00:00,0.5023236148988056,0.5549622151654026,22.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-08-31 23:00:00,0.5558969459835066,0.5681102678732277,23.0,5.0,3.0,8.0,2019.0,243.0,31.0,35.0,0,0,0,0,0,0
2019-09-01 00:00:00,0.6047744054462685,0.5908246252196763,0.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 01:00:00,0.5925382094994958,0.5811867469845926,1.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 02:00:00,0.5387292432796439,0.5404216422147636,2.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 03:00:00,0.49316750679007887,0.42303204490047275,3.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 04:00:00,0.4117723986764711,0.405498626166362,4.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 05:00:00,0.3468717500234373,0.34219870085062387,5.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 06:00:00,0.28569077028957374,0.29767425645846485,6.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 07:00:00,0.2512712094764373,0.2619608263629818,7.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 08:00:00,0.20247790541908633,0.19315806471481867,8.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 09:00:00,0.17034737163313157,0.1266943024886046,9.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 10:00:00,0.15424002703744866,0.11081769838807079,10.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 11:00:00,0.142239466225827,0.1399735445665939,11.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 12:00:00,0.159895270281074,0.12181268439733209,12.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 13:00:00,0.1788302364985696,0.12651205374195618,13.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 14:00:00,0.1959306148781034,0.18059355021819615,14.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 15:00:00,0.230282851366911,0.21887658912482383,15.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 16:00:00,0.26059562839598616,0.25498599603136307,16.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 17:00:00,0.31238486488597195,0.28214346044483424,17.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 18:00:00,0.35006965542905877,0.35150004681788616,18.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 19:00:00,0.42779558786674293,0.4164047002023594,19.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 20:00:00,0.47536022300509195,0.4643041385748028,20.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 21:00:00,0.47226330408596373,0.469687801569843,21.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
2019-09-01 22:00:00,0.43326568921846387,0.43296984722187226,22.0,6.0,3.0,9.0,2019.0,244.0,1.0,35.0,0,0,0,0,0,0
